/////////////////////
/// CORE ITEM DATA //
/////////////////////

//Start by parsing this in your map/dictionary to parse the other data.
//!! Odd ids are seeds, they are NOT included. Make dummy fillers if you want to, they contain no specific data whatsoever.
//ID|Item Name|Rarity|Properties|Category|Base Color|Overlay Color|Hits to break|Growtime in seconds|Clothing Type (None if its not a clothing, specified in category)

1728|Stage Support|49|0|Platform|B7C1B0|4B5545|3|119119|None
1730|Mega Rock Speaker|54|0|Foreground_Block|000000|292929|3|159084|None
1732|Rockin' Headband|72|NoSeed|Clothing|D10D1A|AC0E19|0|375408|Hat
1734|Kuma-boshi|999|NoSeed, Dropless, Untradable|Clothing|E99E27|A05500|0|3600|Hat
1736|Knight Helmet|57|NoSeed|Clothing|C0CAC5|7C8E85|0|186903|Hat
1738|Crystal Cape|999|NoSeed, Dropless|Clothing|38B9E0|9FE6FB|0|3600|Back
1740|StarBoard|999|NoSeed, Dropless|Clothing|EFEFEF|FCD500|0|3600|Feet
1742|Puppy Leash|999|NoSeed, Dropless, Untradable|Clothing|2C221A|FF0303|0|3600|Hand
1744|Brown Wallpaper|42|0|Background_Block|875428|764921|3|75348|None
1746|Fuel Pack|116|NoSeed, Foreground|Clothing|F3740F|3B3B3B|0|1564376|Back
1748|Flamethrower|71|NoSeed, Dropless, NoSelf|Clothing|3B3B3B|EE770E|0|360041|Hand
1750|Weather Machine - Warp Speed|999|NoSeed, Permanent, Dropless, AutoPickup|Weather_Machine|83ABD9|00B397|10|3600|None
1752|Guestbook|72|Wrenchable|Bulletin_Board|E1DFD5|81140F|4|375408|None
1754|Flatscreen TV|71|Wrenchable|Toggleable_Foreground|0E0E0E|FFCF0F|10|360041|None
1756|Tiger Block|13|0|Foreground_Block|FF740F|1C0B00|8|2587|None
1758|Growboard|999|NoSeed, Dropless|Clothing|FC0500|FCAB00|0|3600|Feet
1760|Spiritfire Mask|999|NoSeed, Dropless|Clothing|D9D9D9|FE00BE|0|3600|Hair
1762|Soda Jetpack|60|NoSeed, Foreground|Clothing|54AF00|1DB802|0|217800|Back
1764|Dominatus Moderateus|90|NoSeed, Dropless|Clothing|EFEFEF|858585|0|731700|Hat
1766|Seagull|44|MultiFacing|Foreground_Block|EFEFEF|FFC80B|3|86504|None
1768|Pacifier|67|NoSeed|Clothing|2ED1D8|28B8BE|0|302773|Face
1770|Flower Checkpoint|49|MultiFacing|Checkpoint|D1E3E5|20A919|7|119119|None
1772|Bubble Gum|23|0|Consummable|C814C8|F2B2ED|4|12857|None
1774|Diving Board|22|MultiFacing|Trampoline_Block|D6DBC9|C4C9B7|3|11308|None
1776|Diving Board Support|71|MultiFacing|Foreground_Block|D6DBC9|8A9881|3|360041|None
1778|Deluxe Grow Spray|999|NoSeed, Dropless|Consummable|E3D4FF|911795|30|3600|None
1780|Legendbot-009|999|NoSeed, Dropless, NoSelf, Untradable|Clothing|F1F1F1|CDCDCD|0|3600|Shirt
1782|Dragon of Legend|999|NoSeed, Dropless, Untradable|Clothing|F1F1F1|CDCDCD|0|3600|Hand
1784|Legendary Wings|999|NoSeed, Dropless, Untradable|Clothing|38B9E0|9FE6FB|0|3600|Back
1786|Legen|100|NoSeed, Dropless|Component|FFFF00|00FFFF|4|1003000|None
1788|Dary|100|NoSeed, Dropless|Component|00FFFF|FFFF00|4|1003000|None
1790|Legendary Wizard|200|MultiFacing, Wrenchable, NoSeed, Permanent, Dropless, AutoPickup, Untradable|Foreground_Block|66199B|FFC80B|20|8006000|None
1792|Great Legendary Orb|999|NoSeed, Permanent, Dropless, AutoPickup, Mod, Untradable|Foreground_Block|ACACAC|A06A30|7|3600|None
1794|Legendary Orb|999|NoSeed, Dropless, Untradable|Component|ACACAC|A06A30|7|3600|None
1796|Diamond Lock|999|Wrenchable, NoSeed, Permanent, AutoPickup|Lock|00F700|007A00|42|3600|None
1798|Minotaur Mask|90|NoSeed|Clothing|593D29|FFFFFF|0|731700|Hair
1800|Muscle Suit|22|NoSeed|Clothing|F1F1F1|CDCDCD|0|11308|Shirt
1802|Puzzle Brick|25|0|Foreground_Block|3E6254|9FC1C7|5|16375|None
1804|Zeus' Lightning Bolt|999|NoSeed, Dropless, Untradable|Clothing|BFF5FF|ECBE20|0|3600|Hand
1806|Chinese Dragon Head|999|NoSeed, Dropless|Clothing|ECBE20|73C20A|0|3600|Hat
1808|Chinese Dragon Body|999|NoSeed, Dropless|Clothing|ECBE20|73C20A|0|3600|Hat
1810|Chinese Dragon Tail|999|NoSeed, Dropless|Clothing|ECBE20|73C20A|0|3600|Hat
1812|Ssireum Shorts - Red|999|NoSeed, Dropless|Clothing|000000|FC0000|0|3600|Pants
1814|Ssireum Shorts - Blue|999|NoSeed, Dropless|Clothing|000000|077FFF|0|3600|Pants
1816|Ssireum Shorts - Yellow|999|NoSeed, Dropless|Clothing|000000|FCC300|0|3600|Pants
1818|Ssireum Shorts - Purple|999|NoSeed, Dropless|Clothing|000000|BF00FC|0|3600|Pants
1820|Ssireum Shorts - Grey|999|NoSeed, Dropless|Clothing|000000|808080|0|3600|Pants
1822|Golden Air Robinsons|999|NoSeed, Dropless|Clothing|FFE562|EC9000|0|3600|Feet
1824|Autumn Wings|999|NoSeed, Dropless|Clothing|EC7E14|F3CE39|0|3600|Back
1826|Autumn Bomb|999|NoSeed, Dropless|Consummable|A16117|EC3C14|30|3600|None
1828|Balance Mooncake|999|NoSeed, Dropless|Consummable|FFEDBE|FFC44B|3|3600|None
1830|Harvester|999|NoSeed, Dropless|Clothing|E90000|C1D8C1|0|3600|Feet
1832|Sunflower Checkpoint|999|MultiFacing, NoSeed, Dropless|Checkpoint|FFDD21|EE6704|7|3600|None
1834|Moon Block|999|NoSeed, Dropless|Foreground_Block|C8DCD6|679183|8|3600|None
1836|Diamond Flashaxe|999|NoSeed, Dropless|Clothing|ADF0FF|8FEAE5|0|3600|Hand
1838|Hot Pink Highlights|30|NoSeed|Clothing|000000|AE2472|0|27900|Hair
1840|Long Black Bangs|17|NoSeed|Clothing|000000|3A3732|0|5423|Hair
1842|Pink Pageboy|77|NoSeed|Clothing|F1BCD8|E37BB1|0|458843|Hair
1844|Long Blonde Bangs|14|NoSeed|Clothing|C8B290|B2976C|0|3164|Hair
1846|Messy Auburn Tresses|10|NoSeed|Clothing|DB3111|BC2B10|0|1300|Hair
1848|Growbans|46|NoSeed|Clothing|404040|000000|0|98716|Face
1850|Pink Hair Bow|29|NoSeed|Clothing|FF47BC|E21095|0|25259|Hat
1852|Butterfly Hair Pin|94|NoSeed|Clothing|ADC2C5|5DD30D|0|833404|Hat
1854|Bee Hair Pin|42|NoSeed|Clothing|EFD91D|28250C|0|75348|Hat
1856|Simple Purple Dress|41|NoSeed|Clothing|A764C2|DABC44|0|70151|Shirt
1858|Red Sun Dress|37|NoSeed|Clothing|F81D00|F8BA00|0|51763|Shirt
1860|Blue Skirt|31|NoSeed|Clothing|406FC0|315087|0|30721|Pants
1862|Checkered Dress|44|NoSeed|Clothing|363636|D9D9D9|0|86504|Shirt
1864|Cardboard Box|45|NoSeed|Clothing|AF8C6F|392B21|0|92475|Hair
1866|Block Glue|999|NoSeed, Dropless|Consummable|CCD0BC|E87724|3|3600|None
1868|Violet Protodrake Leash|999|NoSeed, Dropless, Untradable|Clothing|AE0985|46719A|0|3600|Hand
1870|Hanging Guytrap|41|0|Deadly_Block|196F48|66E838|6|70151|None
1872|Funhouse Mirror|999|MultiFacing, NoSeed, Dropless|Background_Block|E8FAFC|5B8BDD|3|3600|None
1874|Ring Of Force|999|NoSeed, Dropless, Untradable|Clothing|CEECF0|FF2736|0|3600|Hand
1876|Ring Of Winds|999|NoSeed, Dropless, Untradable|Clothing|F6C270|6DD9F1|0|3600|Hand
1878|Carnival Wallpaper|999|NoSeed, Dropless|Background_Block|DC0E21|D68F08|3|3600|None
1880|Carnival Awning|999|NoSeed, Dropless, Foreground|Foreground_Block|E7A019|ED1F32|3|3600|None
1882|Carnival Block|999|NoSeed, Dropless|Foreground_Block|ED1F32|E7A019|3|3600|None
1884|Red Pennant|999|MultiFacing, NoSeed, Dropless|Foreground_Block|E4300E|EAAA00|3|3600|None
1886|Blue Pennant|999|MultiFacing, NoSeed, Dropless|Foreground_Block|007C9B|EAAA00|3|3600|None
1888|Green Pennant|999|MultiFacing, NoSeed, Dropless|Foreground_Block|188300|EAAA00|3|3600|None
1890|Yellow Pennant|999|MultiFacing, NoSeed, Dropless|Foreground_Block|DDC315|EAAA00|3|3600|None
1892|Lion Taming Whip|999|NoSeed, Dropless|Clothing|E9BA17|CD7713|0|3600|Hand
1894|Lion Block|999|MultiFacing, NoSeed, Dropless|Foreground_Block|E9BA17|CD7713|3|3600|None
1896|Elephant Block|999|MultiFacing, NoSeed, Dropless|Foreground_Block|C2CBD0|9FA8AD|3|3600|None
1898|Golden Ticket|999|NoSeed, Dropless|Component|A16117|EC3C14|30|3600|None
1900|The Ringmaster|999|MultiFacing, Wrenchable, NoSeed, Dropless, Mod, Untradable|Foreground_Block|66199B|FFC80B|20|3600|None
1902|Golden Ticket Booth|999|MultiFacing, Wrenchable, NoSeed, Dropless, Mod, Untradable|Foreground_Block|66199B|FFC80B|20|3600|None
1904|The One Ring|999|NoSeed, Dropless, Untradable|Clothing|CEECF0|FF2736|0|3600|Hand
1906|Carnival Sign|999|Wrenchable, NoSeed, Dropless|Sign|FFFFFF|FF0D23|5|3600|None
1908|Bullseye|999|Wrenchable, NoSeed, Dropless|Toggleable_Foreground|F52B2B|3B3B3B|20|3600|None
1910|Carnival Tent|999|Wrenchable, NoSeed, Dropless|Door|FFFE50|67FF51|5|3600|None
1912|Carnival Landing|999|Wrenchable, NoSeed, Dropless|Sign|ED1F32|E7A019|5|3600|None
1914|Carnival Platform|999|NoSeed, Dropless|Platform|ED1F32|E7A019|3|3600|None
1916|Card Block - Back|999|NoSeed, Dropless, Mod|Foreground_Block|EDEDED|3DA612|7|3600|None
1918|Card Block - Pentagon|999|NoSeed, Dropless, Mod|Foreground_Block|EDEDED|2FC20C|7|3600|None
1920|Card Block - Star|999|NoSeed, Dropless, Mod|Foreground_Block|EDEDED|2FC20C|7|3600|None
1922|Card Block - Sizzle|999|NoSeed, Dropless, Mod|Foreground_Block|EDEDED|0D47D3|7|3600|None
1924|Card Block - Plus|999|NoSeed, Dropless, Mod|Foreground_Block|EDEDED|0D47D3|7|3600|None
1926|Mirror Maze Block|999|NoSeed, Dropless, Mod, Untradable|Foreground_Block|BFEDF3|FBFEFF|7|3600|None
1928|Ringmaster Hat|999|NoSeed, Dropless|Clothing|313131|F41D1E|0|3600|Hat
1930|Ringmaster Suit|999|NoSeed, Dropless|Clothing|811919|FEFEFE|0|3600|Shirt
1932|Fistful Of Rings|999|NoSeed, Dropless, Untradable|Clothing|F6C270|CEECF0|0|3600|Hand
1934|Orbs Of Elixir|999|NoSeed, Dropless|Clothing|000000|00C4D2|0|3600|Back
1936|Blazing Electro Wings|999|NoSeed, Dropless|Clothing|FFFFFF|FFD119|0|3600|Back
1938|Diamond Wings|999|NoSeed, Dropless|Clothing|9FE6FB|DBF7FF|0|3600|Back
1940|Diamond Rocket Shoes|999|NoSeed, Dropless|Clothing|9FE6FB|DBF7FF|0|3600|Feet
1942|Calliope|999|MultiFacing, Wrenchable, NoSeed, Dropless|Toggleable_Foreground|E0121B|FFFE50|10|3600|None
1944|Diamond Diaper|999|NoSeed, Dropless|Clothing|9FE6FB|DBF7FF|0|3600|Pants
1946|Ice Calf Leash|226|NoSeed|Clothing|EDF1F0|13BDFF|0|11549956|Hand
1948|Electro Magnifying Glass|999|NoSeed|Clothing|7292F3|FFFFFF|0|3600|Hand
1950|Growley Motorcycle|999|NoSeed, Dropless|Clothing|DF2C2D|C6C6C6|0|3600|Feet
1952|Owlbeard|999|NoSeed, Permanent, Dropless, Untradable|Clothing|774403|8F8880|0|3600|Face
1954|Blue Star Shoes|48|NoSeed|Clothing|197AFF|FFF113|0|112032|Feet
1956|Chaos Cursed Wand|999|NoSeed|Clothing|B4E817|00A2EC|0|3600|Hand
1958|Genuine Rings|999|NoSeed, Permanent, Dropless, Foreground, Untradable|Clothing|53EBFF|A5F5FF|0|3600|Back
1960|Ecto Pack|116|NoSeed, Foreground|Clothing|F3740F|3B3B3B|0|1564376|Back
1962|Haunted Chemical|999|NoSeed|Component|829BBE|C0F0DC|4|3600|None
1964|Devilfruit|50|0|Consummable|F8241A|6B4921|4|126500|None
1966|Harvester Of Sorrows|999|NoSeed, Dropless|Clothing|324048|A56633|0|3600|Feet
1968|Death's Scarf|999|NoSeed, Dropless|Clothing|000000|523656|0|3600|Chest
1970|Nightmare Devil Wings|999|NoSeed, Dropless|Clothing|000000|78218F|0|3600|Back
1972|Edvoid's Mistake|70|NoSeed, Dropless|Clothing|4F5869|ED1C24|0|345100|Hair
1974|Nightmare Magnifying Glass|999|NoSeed, Dropless|Clothing|4E8131|DCDCDC|0|3600|Hand
1976|Teeny Tiny Skull|999|NoSeed, Dropless|Consummable|F0F0F0|646464|4|3600|None
1978|Avenie Golden Horse|999|NoSeed, Dropless|Clothing|FFE562|EC9000|0|3600|Feet
1980|Claw Glove|70|NoSeed, Dropless|Clothing|642C22|B3B3B3|0|345100|Hand
1982|Creepy Wallpaper|15|NoSeed, Dropless|Background_Block|313628|26291F|3|3825|None
1984|Haunted Mausoleum|85|NoSeed, Dropless|Foreground_Block|535551|89917B|3|616675|None
1986|Gemini Ring|999|NoSeed, Dropless, Untradable|Clothing|52CB98|FFEA07|0|3600|Hand
1988|Doppelganger Potion|75|NoSeed, Dropless|Consummable|004800|38F438|4|424125|None
1990|Deadly Spider|85|NoSeed, Dropless|Deadly_Block|AD2585|F8241A|3|616675|None
1992|Hanging Thread|5|NoSeed, Dropless|Foreground_Block|DCDCDC|BFBFBF|3|275|None
1994|Muerto Mask|70|NoSeed, Dropless|Clothing|E9E9E9|20B8CC|0|345100|Face
1996|Ring of Wisdom|999|NoSeed, Dropless, Untradable|Clothing|D4A48D|FFAFF4|0|3600|Hand
1998|Skeletal Dragon Claw|999|NoSeed, Dropless|Clothing|DFDFDF|46FF13|0|3600|Hand
2000|Dragon Bone|999|NoSeed, Dropless|Consummable|DFDFDF|46FF13|4|3600|None
2002|Golden Apple|999|NoSeed, Dropless|Consummable|FFFD48|9E7504|4|3600|None
2004|Leather Jacket|90|NoSeed|Clothing|595959|101010|0|731700|Chest
2006|Puffy Orange Jacket|66|NoSeed|Clothing|FFB527|936307|0|289476|Chest
2008|Twisted Spikes|13|0|Deadly_Block|698274|2E3832|6|2587|None
2010|Glowy Block|49|0|Foreground_Block|09181D|CDFFFF|8|119119|None
2012|Dark Grey Block|11|0|Foreground_Block|606060|454545|8|1661|None
2014|Dark Red Block|11|0|Foreground_Block|860003|740002|8|1661|None
2016|Dark Orange Block|16|0|Foreground_Block|7A4200|593001|8|4576|None
2018|Dark Yellow Block|13|0|Foreground_Block|816E00|684600|8|2587|None
2020|Dark Green Block|12|0|Foreground_Block|004A00|003200|8|2088|None
2022|Dark Aqua Block|12|0|Foreground_Block|004B2A|003317|8|2088|None
2024|Dark Blue Block|22|0|Foreground_Block|002693|031C69|8|11308|None
2026|Dark Purple Block|26|0|Foreground_Block|5C0093|460171|10|18356|None
2028|Dark Brown Block|11|0|Foreground_Block|402406|281604|8|1661|None
2030|Special Cultist Hood|999|NoSeed, Dropless, Mod, Foreground, Untradable|Clothing|38135D|D9C01B|0|3600|Hair
2032|Puddy Leash|999|NoSeed, Dropless|Clothing|D1BD8D|75716B|0|3600|Hand
2034|Comet Dust|10|NoSeed, Dropless|Consummable|AAFC96|5BEE38|6|1300|None
2036|Antimatter Dust|50|NoSeed, Dropless|Consummable|550369|A411C7|6|126500|None
2038|Unearthly Chemical|59|NoSeed, Dropless|Component|829BBE|9BFE27|4|207149|None
2040|Comet Pants|35|NoSeed, Dropless|Clothing|65DE54|FFF047|0|43925|Pants
2042|Comet Shirt|29|NoSeed, Dropless|Clothing|65DE54|FFF047|0|25259|Shirt
2044|Comet Beanie|121|NoSeed, Dropless|Clothing|F3E013|62D010|0|1775191|Hat
2046|Weather Machine - Comet|144|NoSeed, Permanent, Dropless, AutoPickup|Weather_Machine|83ABD9|A2F7FC|10|2990304|None
2048|Riding Comet|106|NoSeed, Dropless|Clothing|A9FE48|E7FFC7|0|1194196|Feet
2050|Rocket Pack|85|NoSeed, Dropless|Clothing|B5C6C9|596567|0|616675|Back
2052|Cosmic Lenses|101|NoSeed, Dropless|Clothing|7CFF19|92B8C6|0|1033331|Face
2054|Cosmic Hair|17|NoSeed, Dropless|Clothing|85ED51|66DA2C|0|5423|Hair
2056|Alien Block|22|NoSeed, Dropless|Foreground_Block|ACACAC|95ED1F|8|11308|None
2058|Xenoid Block|22|NoSeed, Dropless|Foreground_Block|ACACAC|7FE6FF|8|11308|None
2060|Cosmic Skirt|51|NoSeed, Dropless|Clothing|3D4838|9EFF6D|0|134181|Pants
2062|Velour Space Uniform|52|NoSeed, Dropless|Clothing|2CACE4|EFEFEF|0|142168|Shirt
2064|Riding Meteor|121|NoSeed, Dropless|Clothing|C6F2F8|EEFCFD|0|1775191|Feet
2066|Cosmic Unicorn Bracelet|100|NoSeed, Dropless|Clothing|5BE996|54EAFA|0|1003000|Hand
2068|Space Command Seat|74|MultiFacing, NoSeed, Dropless|Foreground_Block|92B8C0|897C5D|4|407444|None
2070|Ion Conduit|57|NoSeed, Dropless|Background_Block|719EA7|9FFF1E|8|186903|None
2072|Xenonite Crystal|999|Wrenchable, Permanent, WorldLock, AutoPickup|Xenonite|7CEC00|CDFF32|20|3600|None
2074|Super Shirt - Red|88|NoSeed, RandomGrow|Clothing|E31D1D|EFD711|0|684112|Shirt
2076|Super Shirt - Blue|88|NoSeed, RandomGrow|Clothing|2F9CEA|FAFAFA|0|684112|Shirt
2078|Super Shirt - Green|88|NoSeed, RandomGrow|Clothing|66DC16|EAAF22|0|684112|Shirt
2080|Super Shirt - Purple|88|NoSeed, RandomGrow|Clothing|AE81D3|64EEAD|0|684112|Shirt
2082|Super Shirt - Black|999|NoSeed|Clothing|464646|DCCD7F|0|3600|Shirt
2084|Super Shirt - Gold|999|NoSeed|Clothing|FFDBB3|FF8D13|0|3600|Shirt
2086|Muscle Shirt - Red|88|NoSeed, RandomGrow|Clothing|E31D1D|EFD711|0|684112|Shirt
2088|Muscle Shirt - Blue|88|NoSeed, RandomGrow|Clothing|2F9CEA|FAFAFA|0|684112|Shirt
2090|Muscle Shirt - Green|88|NoSeed, RandomGrow|Clothing|66DC16|EAAF22|0|684112|Shirt
2092|Muscle Shirt - Purple|88|NoSeed, RandomGrow|Clothing|AE81D3|64EEAD|0|684112|Shirt
2094|Muscle Shirt - Black|999|NoSeed|Clothing|464646|DCCD7F|0|3600|Shirt
2096|Muscle Shirt - Gold|999|NoSeed|Clothing|FFDBB3|FF8D13|0|3600|Shirt
2098|Heroic Tights - Red|88|NoSeed, RandomGrow|Clothing|E31D1D|EFD711|0|684112|Pants
2100|Heroic Tights - Blue|88|NoSeed, RandomGrow|Clothing|2F9CEA|FAFAFA|0|684112|Pants
2102|Heroic Tights - Green|88|NoSeed, RandomGrow|Clothing|66DC16|EAAF22|0|684112|Pants
2104|Heroic Tights - Purple|88|NoSeed, RandomGrow|Clothing|AE81D3|64EEAD|0|684112|Pants
2106|Heroic Tights - Black|999|NoSeed|Clothing|464646|DCCD7F|0|3600|Pants
2108|Heroic Tights - Gold|999|NoSeed|Clothing|FFDBB3|FF8D13|0|3600|Pants
2110|Super Tights - Red|88|NoSeed, RandomGrow|Clothing|E31D1D|EFD711|0|684112|Pants
2112|Super Tights - Blue|88|NoSeed, RandomGrow|Clothing|2F9CEA|FAFAFA|0|684112|Pants
2114|Super Tights - Green|88|NoSeed, RandomGrow|Clothing|66DC16|EAAF22|0|684112|Pants
2116|Super Tights - Purple|88|NoSeed, RandomGrow|Clothing|AE81D3|64EEAD|0|684112|Pants
2118|Super Tights - Black|999|NoSeed|Clothing|464646|DCCD7F|0|3600|Pants
2120|Super Tights - Gold|999|NoSeed|Clothing|FFDBB3|FF8D13|0|3600|Pants
2122|Heroic Boots - Red|88|NoSeed, RandomGrow, Foreground|Clothing|E31D1D|EFD711|0|684112|Feet
2124|Heroic Boots - Blue|88|NoSeed, RandomGrow, Foreground|Clothing|2F9CEA|FAFAFA|0|684112|Feet
2126|Heroic Boots - Green|88|NoSeed, RandomGrow, Foreground|Clothing|66DC16|EAAF22|0|684112|Feet
2128|Heroic Boots - Purple|88|NoSeed, RandomGrow, Foreground|Clothing|AE81D3|64EEAD|0|684112|Feet
2130|Heroic Boots - Black|999|NoSeed, Foreground|Clothing|464646|DCCD7F|0|3600|Feet
2132|Heroic Boots - Gold|999|NoSeed, Foreground|Clothing|FFDBB3|FF8D13|0|3600|Feet
2134|Superhero Mask - Red|88|NoSeed, RandomGrow|Clothing|E31D1D|EFD711|0|684112|Hair
2136|Superhero Mask - Blue|88|NoSeed, RandomGrow|Clothing|2F9CEA|FAFAFA|0|684112|Hair
2138|Superhero Mask - Green|88|NoSeed, RandomGrow|Clothing|66DC16|EAAF22|0|684112|Hair
2140|Superhero Mask - Purple|88|NoSeed, RandomGrow|Clothing|AE81D3|64EEAD|0|684112|Hair
2142|Superhero Mask - Black|999|NoSeed|Clothing|464646|DCCD7F|0|3600|Hair
2144|Superhero Mask - Gold|999|NoSeed|Clothing|FFDBB3|FF8D13|0|3600|Hair
2146|Crimefighter Mask - Red|88|NoSeed, RandomGrow|Clothing|E31D1D|EFD711|0|684112|Hair
2148|Crimefighter Mask - Blue|88|NoSeed, RandomGrow|Clothing|2F9CEA|FAFAFA|0|684112|Hair
2150|Crimefighter Mask - Green|88|NoSeed, RandomGrow|Clothing|66DC16|EAAF22|0|684112|Hair
2152|Crimefighter Mask - Purple|88|NoSeed, RandomGrow|Clothing|AE81D3|64EEAD|0|684112|Hair
2154|Crimefighter Mask - Black|999|NoSeed|Clothing|464646|DCCD7F|0|3600|Hair
2156|Crimefighter Mask - Gold|999|NoSeed|Clothing|FFDBB3|FF8D13|0|3600|Hair
2158|Super Cape - Red|88|NoSeed, RandomGrow|Clothing|E31D1D|EFD711|0|684112|Back
2160|Super Cape - Blue|88|NoSeed, RandomGrow|Clothing|2F9CEA|FAFAFA|0|684112|Back
2162|Super Cape - Green|88|NoSeed, RandomGrow|Clothing|66DC16|EAAF22|0|684112|Back
2164|Super Cape - Purple|88|NoSeed, RandomGrow|Clothing|AE81D3|64EEAD|0|684112|Back
2166|Super Cape - Black|999|NoSeed|Clothing|464646|DCCD7F|0|3600|Back
2168|Super Cape - Gold|999|NoSeed|Clothing|FFDBB3|FF8D13|0|3600|Back
2170|Superheroine Top - Red|88|NoSeed, RandomGrow|Clothing|E31D1D|EFD711|0|684112|Shirt
2172|Superheroine Top - Blue|88|NoSeed, RandomGrow|Clothing|2F9CEA|FAFAFA|0|684112|Shirt
2174|Superheroine Top - Green|88|NoSeed, RandomGrow|Clothing|66DC16|EAAF22|0|684112|Shirt
2176|Superheroine Top - Purple|88|NoSeed, RandomGrow|Clothing|AE81D3|64EEAD|0|684112|Shirt
2178|Superheroine Top - Black|999|NoSeed|Clothing|464646|DCCD7F|0|3600|Shirt
2180|Superheroine Top - Gold|999|NoSeed|Clothing|FFDBB3|FF8D13|0|3600|Shirt
2182|Super Eye Mask - Red|88|NoSeed, RandomGrow|Clothing|E31D1D|EFD711|0|684112|Face
2184|Super Eye Mask - Blue|88|NoSeed, RandomGrow|Clothing|2F9CEA|FAFAFA|0|684112|Face
2186|Super Eye Mask - Green|88|NoSeed, RandomGrow|Clothing|66DC16|EAAF22|0|684112|Face
2188|Super Eye Mask - Purple|88|NoSeed, RandomGrow|Clothing|AE81D3|64EEAD|0|684112|Face
2190|Super Eye Mask - Black|999|NoSeed|Clothing|464646|DCCD7F|0|3600|Face
2192|Super Eye Mask - Gold|999|NoSeed|Clothing|FFDBB3|FF8D13|0|3600|Face
2194|Super Logo - Skull|999|NoSeed, Dropless, RandomGrow|Clothing|C8C8C8|282828|0|3600|Chest
2196|Super Logo - Heart|999|NoSeed, Dropless, RandomGrow|Clothing|C8C8C8|282828|0|3600|Chest
2198|Super Logo - Lightning|999|NoSeed, Dropless, RandomGrow|Clothing|C8C8C8|282828|0|3600|Chest
2200|Super Logo - Eye|999|NoSeed, Dropless, RandomGrow|Clothing|C8C8C8|282828|0|3600|Chest
2202|Super Logo - Echo|999|NoSeed, Dropless, RandomGrow|Clothing|C8C8C8|282828|0|3600|Chest
2204|Geiger Counter|999|NoSeed, Dropless|Clothing|DFDFDF|3CA731|0|3600|Hand
2206|Radioactive Chemical|999|NoSeed, Dropless|Component|829BBE|B533FF|4|3600|None
2208|Phone Booth|80|MultiFacing, Wrenchable|Phone_Booth|C2C2C2|7FE6FF|15|514400|None
2210|Action Hero Stubble|84|NoSeed|Clothing|000000|000000|0|595224|Face
2212|Black Crystal Dragon|100|NoSeed, Dropless|Clothing|1C1F27|123CFF|0|1003000|Hand
2214|Ice Horse|999|NoSeed, Dropless, Holiday|Clothing|9FE6FB|FFFFFF|0|3600|Feet
2216|Edvoid's Fire-Nado|999|NoSeed, Dropless, Foreground|Clothing|FFEE47|F10005|0|3600|Feet
2218|Mighty Snow Rod|999|NoSeed, Dropless, Holiday|Clothing|9FF0FF|0C7494|0|3600|Hand
2220|Tiny Tank|999|NoSeed, Dropless, Foreground|Clothing|6F9C16|4D4D4D|0|3600|Feet
2222|Reindeer Bell|999|NoSeed, Dropless, Holiday|Clothing|874C13|BBA38B|0|3600|Hand
2224|Magic Reindeer Bell|999|NoSeed, Dropless, Holiday|Clothing|874C13|F20005|0|3600|Hand
2226|Icicles|39|NoSeed, Dropless, Holiday|Deadly_Block|C2E2EA|376D7B|6|60489|None
2228|Siberian Tiger Block|44|MultiFacing, NoSeed, Dropless, Holiday|Foreground_Block|DCDCDC|0288EA|3|86504|None
2230|Snowmobile|85|NoSeed, Dropless, Holiday|Clothing|EAD634|EC5300|0|616675|Feet
2232|Candy Cane Platform|29|NoSeed, Dropless, Holiday|Platform|F1F1F1|DD515E|6|25259|None
2234|Yeti Hat|43|NoSeed, Dropless, Holiday|Clothing|D9DEDF|EAD79A|0|80797|Hair
2236|Holiday Cheer Bomb|125|NoSeed, Dropless, Holiday|Consummable|75FF1F|FF9393|3|1956875|None
2238|Carnival Pipe|999|NoSeed, Dropless|Background_Block|ED1F32|E7A019|6|3600|None
2240|Winter Flu Vaccine|999|NoSeed, Dropless, Holiday|Clothing|2F94D7|2577AD|0|3600|Hand
2242|Red Crystal|100|Wrenchable, NoSeed, Dropless|Crystal|FF3232|FF3232|5|1003000|None
2244|Green Crystal|100|Wrenchable, NoSeed, Dropless|Crystal|64FF64|64FF64|5|1003000|None
2246|Blue Crystal|100|Wrenchable, NoSeed, Dropless|Crystal|6464FF|6464FF|5|1003000|None
2248|White Crystal|100|Wrenchable, NoSeed, Dropless|Crystal|FFFFFF|FFFFFF|5|1003000|None
2250|Black Crystal|100|Wrenchable, NoSeed, Dropless|Crystal|646464|646464|5|1003000|None
2252|Crystal Clock|100|NoSeed, Dropless|Foreground_Block|2D5965|C4E2E9|8|1003000|None
2254|Red Crystal Wings|100|NoSeed, Dropless|Clothing|FF3232|FF3232|0|1003000|Back
2256|Blue Crystal Wings|100|NoSeed, Dropless|Clothing|6464FF|6464FF|0|1003000|Back
2258|Green Crystal Wings|100|NoSeed, Dropless|Clothing|64FF64|64FF64|0|1003000|Back
2260|Purple Crystal Wings|100|NoSeed, Dropless|Clothing|FF32FF|FF32FF|0|1003000|Back
2262|Golden Crystal Wings|100|NoSeed, Dropless|Clothing|FFFF64|000000|0|1003000|Back
